H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,,,,B26,B26,B26,A8,A8,B26,B26,B26,B26,B26,B26,B26,H5,H5,H7,,,,
H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,,,,B26,B26,A8,A8,A8,B26,B26,B26,B26,B26,B26,B26,B26,H5,H7,H7,,,
H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,,,B26,B26,A8,A8,,,,,,,,,,B26,H5,H7,H7,,,
H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,,,,,,,,,,,,,,,,,,,,,,
H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,H7,,H7,,H7,,H7,,H7,,H7,H7,H7,H7,H7,H7,H7,H7,H7,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,B26,A8,A8,A8,,,,,,,,,,,,,C3,C3,C3,C7,C7,D3,,,,,,,,,,,,H2,H2,G18,G18,B26,,,,,,,
,,,,,,A8,A8,B26,A8,A8,A8,,,,,,,,,,,C3,C3,,,,C7,C7,D3,,,,,,,,,,H2,H2,G18,,,H5,,,,,,,
,,,C3,C3,C3,C3,D3,D3,D3,B26,A8,,,,,,,,,,C3,C3,C3,C3,C3,C7,C7,C7,C7,D3,,,,,,,,,H2,A8,B26,B26,H5,H5,H5,,,,,,
,,C3,C3,C3,,,,D3,D3,D3,H5,A8,,,,,,,,,C3,C3,C3,C3,C7,C7,C7,C7,C7,D3,,,,,,,,H2,A8,B26,B26,H5,H5,H5,H5,,,,,,
,C7,C3,C3,C3,C3,C3,D3,D3,D3,D3,D3,A8,,,,,,,,,G18,G18,G18,C7,C7,C7,D3,C7,D3,C7,D3,,,,,,H2,A8,A8,A8,B26,B26,H5,H5,H5,,,,,,
,C7,C3,C3,C3,C3,C3,D3,D3,D3,D3,D3,H5,A8,,,,,,,G18,G18,G18,G18,G18,D3,C7,C7,D3,D3,D3,D3,,,,,,A8,A8,A8,A8,A8,B26,B26,B26,H5,H5,,,,,
,G18,G18,G18,G18,D3,D3,D3,D3,D3,D3,D3,D3,A8,,,,,,,G12,G18,G18,G12,G12,G18,D3,D3,C7,D3,D3,D3,,,,,B26,B26,A8,A8,A8,A8,A8,B26,B26,B26,H5,,,,,
G12,G18,G18,G18,G18,G18,D3,D3,D3,D3,D3,D3,D3,A8,B26,,,,,,H7,G18,G12,H2,H7,G12,G10,D3,D3,D3,D3,D3,,,,,B26,A8,A8,A8,,,A8,B26,B26,B26,H5,,,,,
G12,G18,G18,G18,G18,G18,G18,D3,D3,D3,D3,D3,H7,A8,B26,,,,,,G18,G18,G12,G18,G18,G18,,G10,D3,H7,D3,H7,,,,B26,B26,A8,A8,B26,B26,B26,B26,B26,B26,B26,H5,,,,,
H2,G18,G18,G18,G18,G18,G18,G18,D3,D3,D3,H7,H7,A8,B26,,,,,,G18,G12,G12,G18,G18,G12,,G10,D3,D3,H7,H7,,,,B26,A8,A8,A8,B26,B26,B26,B26,B26,B26,B26,B26,H5,,,,
G18,G18,G18,G18,G18,G18,G18,,G10,D3,H7,H7,H7,H7,A8,B26,,,,,G18,G18,G18,G18,G18,G12,G10,G10,G10,H7,H7,,,,B26,A8,A8,,B26,,B26,,A8,,B26,,B26,H5,,,,
G18,G18,G18,G18,G18,G18,G18,,G10,H7,H7,H7,H7,H7,A8,B26,,,,,G18,F19,F19,G18,G12,G12,G10,G10,,,,,,,,,,,,,,,,,,,,,,,,
G18,G18,G18,G18,G18,G18,G18,G10,G10,G10,H7,H7,H7,,A8,B26,,,,,,G18,G18,G12,G12,G10,G10,,,,,,,,,,,,,,,,,,,,,,,,,
,G18,F19,F19,G18,G18,G18,G10,G10,G10,H7,H7,,,A8,B26,,,,,,,,,,,,,,,,,,,H7,,H7,,H7,,H7,,H7,,,,,,,,,
,,G18,G18,G18,G18,G10,G10,G10,,,,,,B26,A8,B26,,,,,,,,,,,,,,,,,,B26,B26,A8,B26,B26,A8,B26,B26,B26,,,,,,,,,
,,G12,G12,G12,G10,G10,G10,G10,H7,H7,H7,,,B26,A8,B26,,,,,,,,,,B26,B26,,,,,,,B26,B26,A8,B26,B26,A8,B26,B26,B26,,,,,,,,,
,,,,,G12,G12,H2,H2,G18,G18,B26,H7,,B26,,B26,A8,,,,,,,A8,A8,A8,B26,B26,,,,,,A8,,A8,,B26,,B26,,B26,,,,,,,,,
,,,,,,H2,H2,G18,,,H5,H7,,B26,,B26,A8,,,,,,A8,A8,A8,A8,A8,B26,B26,,,,,A8,,A8,,B26,,B26,,B26,,,,,,,,,
,,,,,H2,H2,A8,B26,B26,H5,H5,H5,H7,B26,,C3,C3,,,,,A8,A8,A8,,,A8,B26,B26,,,,,,,,,,,,,,,,,,,,,,
,,,,H2,H2,A8,B26,B26,H5,H5,H5,H5,H7,C7,C7,C3,C3,,,,,A8,A8,B26,B26,B26,B26,B26,B26,,,,,,,,,,,,,,,,,,,,,,
,,,B26,H2,A8,A8,A8,B26,B26,H5,H5,H5,H7,C7,C7,,,,,,A8,A8,A8,B26,B26,B26,B26,B26,B26,B26,,,,H7,C3,C3,C3,,,H2,H7,H7,H7,,,H7,A8,A8,,,
,,,B26,A8,A8,A8,A8,A8,B26,B26,B26,H5,H5,,,,,,,A8,A8,,B26,,B26,,A8,,B26,,,,,H7,C3,C3,C3,,,,,,,,,H7,A8,A8,,,
,,B26,B26,B26,A8,A8,A8,A8,A8,B26,B26,B26,H5,H5,,,,,,,,,,,,,,,,,,,,H7,C3,C3,C3,,,,,,,,,H7,A8,A8,,,
,,B26,B26,A8,A8,A8,,,A8,B26,B26,B26,H5,H5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,B26,B26,B26,A8,A8,B26,B26,B26,B26,B26,B26,B26,H5,H5,,,,,,G12,G12,G12,,,B26,B26,B26,,,B26,B26,B26,B26,,,,,,,,,,,,,,,,,,
,B26,B26,A8,A8,A8,B26,B26,B26,B26,B26,B26,B26,B26,H5,H7,,,,,G12,G12,G12,,,B26,B26,B26,,,B26,B26,B26,B26,,,,,,,,,,,,,,,,,,
B26,B26,A8,A8,,,,,,,,,,B26,H5,H7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
